# JD           time(JD) x                y              z               vx          vy           vz
2458736.500000 0.479500 13548139.775247 -8845707.509524 20793161.675451 249.114601 2679.777440 998.997068
2458736.500000 0.480195 13563402.232580 -8684614.420245 20852323.521325 259.202568 2686.219920 971.750047
2458736.500000 0.480890 13579273.100684 -8523141.483166 20909846.046083 269.332671 2692.412682 944.429862
2458736.500000 0.481584 13595753.906448 -8361303.907698 20965725.661669 279.502114 2698.355256 917.038753
2458736.500000 0.482279 13612846.176759 -8199116.903253 21019958.780023 289.708104 2704.047171 889.578962
2458736.500000 0.482974 13630551.438504 -8036595.679244 21072541.813088 299.947849 2709.487958 862.052728
2458736.500000 0.483669 13648871.218570 -7873755.445082 21123471.172803 310.218553 2714.677144 834.462291
2458736.500000 0.484364 13667807.043845 -7710611.410178 21172743.271112 320.517425 2719.614261 806.809892
2458736.500000 0.485059 13687360.441217 -7547178.783946 21220354.519956 330.841669 2724.298837 779.097771
2458736.500000 0.485754 13707532.937573 -7383472.775797 21266301.331276 341.188493 2728.730402 751.328168
2458736.500000 0.486449 13728326.059800 -7219508.595142 21310580.117014 351.555103 2732.908486 723.503324
2458736.500000 0.487144 13749741.334786 -7055301.451393 21353187.289111 361.938706 2736.832617 695.625478
2458736.500000 0.487839 13771780.289419 -6890866.553964 21394119.259509 372.336507 2740.502327 667.696871
2458736.500000 0.488534 13794444.450585 -6726219.112264 21433372.440149 382.745714 2743.917143 639.719744
2458736.500000 0.489229 13817735.345172 -6561374.335707 21470943.242974 393.163532 2747.076596 611.696336
2458736.500000 0.489924 13841654.450534 -6396347.436570 21506828.119731 403.587168 2749.980227 583.628889
2458736.500000 0.490618 13866202.047020 -6231153.696402 21541024.484098 414.013818 2752.627869 555.519659
2458736.500000 0.491313 13891377.184998 -6065808.467925 21573530.738187 424.440668 2755.019652 527.370921
2458736.500000 0.492008 13917178.858708 -5900327.107113 21604345.329212 434.864903 2757.155722 499.184949
2458736.500000 0.492703 13943606.062389 -5734724.969938 21633466.704391 445.283708 2759.036224 470.964019
2458736.500000 0.493398 13970657.790279 -5569017.412373 21660893.310941 455.694269 2760.661302 442.710404
2458736.500000 0.494093 13998333.036618 -5403219.790391 21686623.596078 466.093771 2762.031101 414.426381
2458736.500000 0.494788 14026630.795646 -5237347.459963 21710656.007018 476.479399 2763.145766 386.114223
2458736.500000 0.495483 14055550.061600 -5071415.777062 21732988.990978 486.848340 2764.005441 357.776205
2458736.500000 0.496178 14085089.828720 -4905440.097661 21753620.995175 497.197778 2764.610272 329.414603
2458736.500000 0.496873 14115249.091245 -4739435.777732 21772550.466825 507.524898 2764.960404 301.031691
2458736.500000 0.497568 14146026.843414 -4573418.173248 21789775.853145 517.826886 2765.055981 272.629743
2458736.500000 0.498263 14177422.079466 -4407402.640182 21805295.601352 528.100928 2764.897148 244.211035
2458736.500000 0.498958 14209433.793640 -4241404.534505 21819108.158661 538.344208 2764.484050 215.777841
2458736.500000 0.499653 14242060.980175 -4075439.212190 21831211.972291 548.553912 2763.816832 187.332436
2458736.500000 0.500347 14275302.581264 -3909522.020801 21841605.532071 558.727228 2762.895651 158.877094
2458736.500000 0.501042 14309156.342045 -3743668.114475 21850288.307975 568.861389 2761.720954 130.414086
2458736.500000 0.501737 14343618.810598 -3577892.453928 21857260.750115 578.953676 2760.293477 101.945673
2458736.500000 0.502432 14378686.482959 -3412209.991463 21862523.351219 589.001370 2758.613966 73.474120
2458736.500000 0.503127 14414355.855164 -3246635.679385 21866076.604014 599.001756 2756.683172 45.001690
2458736.500000 0.503822 14450623.423247 -3081184.470000 21867921.001228 608.952115 2754.501841 16.530645
2458736.500000 0.504517 14487485.683243 -2915871.315611 21868057.035589 618.849729 2752.070722 -11.936750
2458736.500000 0.505212 14524939.131189 -2750711.168523 21866485.199825 628.691881 2749.390564 -40.398233
2458736.500000 0.505907 14562980.263120 -2585718.981041 21863205.986662 638.475853 2746.462113 -68.851540
2458736.500000 0.506602 14601605.575070 -2420909.705470 21858219.888829 648.198928 2743.286120 -97.294408
2458736.500000 0.507297 14640811.563076 -2256298.294114 21851527.399054 657.858388 2739.863331 -125.724574
2458736.500000 0.507992 14680594.723172 -2091899.699277 21843129.010064 667.451516 2736.194495 -154.139774
2458736.500000 0.508687 14720951.551393 -1927728.873265 21833025.214587 676.975593 2732.280360 -182.537746
2458736.500000 0.509382 14761878.543776 -1763800.768382 21821216.505350 686.427903 2728.121674 -210.916225
2458736.500000 0.510076 14803372.196355 -1600130.336933 21807703.375081 695.805729 2723.719186 -239.272949
2458736.500000 0.510771 14845428.952871 -1436732.510564 21792486.361168 705.106356 2719.073656 -267.605655
2458736.500000 0.511466 14888044.111121 -1273621.768245 21775566.979630 714.327173 2714.186121 -295.912110
2458736.500000 0.512161 14931211.853682 -1110812.148403 21756947.698881 723.465670 2709.057883 -324.190103
2458736.500000 0.512856 14974926.316982 -948317.671236 21736631.026748 732.519337 2703.690259 -352.437427
2458736.500000 0.513551 15019181.637448 -786152.356940 21714619.471055 741.485668 2698.084564 -380.651876
2458736.500000 0.514246 15063971.951508 -624330.225715 21690915.539629 750.362153 2692.242112 -408.831240
2458736.500000 0.514941 15109291.395589 -462865.297756 21665521.740296 759.146286 2686.164219 -436.973314
2458736.500000 0.515636 15155134.106118 -301771.593262 21638440.580882 767.835557 2679.852200 -465.075889
2458736.500000 0.516331 15201494.219524 -141063.132430 21609674.569212 776.427460 2673.307370 -493.136757
2458736.500000 0.517026 15248365.872233 19246.064543 21579226.213114 784.919485 2666.531044 -521.153711
2458736.500000 0.517721 15295743.200673 179141.977459 21547098.020412 793.309126 2659.524537 -549.124544
2458736.500000 0.518416 15343620.341272 338610.586121 21513292.498932 801.593875 2652.289165 -577.047048
2458736.500000 0.519110 15391991.430456 497637.870332 21477812.156501 809.771222 2644.826243 -604.919015
2458736.500000 0.519805 15440850.604654 656209.809893 21440659.500944 817.838662 2637.137085 -632.738238
2458736.500000 0.520500 15490192.000293 814312.384608 21401837.040088 825.793684 2629.223007 -660.502509
2458736.500000 0.521195 15540009.703785 971931.607658 21361347.327585 833.633790 2621.085336 -688.209623
2458736.500000 0.521890 15590296.756399 1129054.189738 21319193.874729 841.356631 2612.725649 -715.857423
2458736.500000 0.522585 15641045.209545 1285667.502154 21275381.099794 848.960006 2604.145761 -743.443796
2458736.500000 0.523280 15692247.075689 1441758.942206 21229913.456738 856.441720 2595.347494 -770.966631
2458736.500000 0.523975 15743894.367299 1597315.907193 21182795.399519 863.799575 2586.332672 -798.423818
2458736.500000 0.524670 15795979.096840 1752325.794414 21134031.382096 871.031377 2577.103119 -825.813246
2458736.500000 0.525365 15848493.276779 1906776.001167 21083625.858427 878.134928 2567.660657 -853.132804
2458736.500000 0.526060 15901428.919582 2060653.924751 21031583.282470 885.108033 2558.007111 -880.380383
2458736.500000 0.526755 15954778.037716 2213946.962466 20977908.108182 891.948496 2548.144304 -907.553871
2458736.500000 0.527450 16008532.643647 2366642.511610 20922604.789523 898.654122 2538.074059 -934.651158
2458736.500000 0.528145 16062684.749841 2518727.969482 20865677.780451 905.222713 2527.798200 -961.670133
2458736.500000 0.528839 16117226.368765 2670190.733381 20807131.534922 911.652074 2517.318550 -988.608686
2458736.500000 0.529534 16172149.512885 2821018.200605 20746970.506897 917.940008 2506.636932 -1015.464705
2458736.500000 0.530229 16227446.194668 2971197.768455 20685199.150333 924.084321 2495.755171 -1042.236081
2458736.500000 0.530924 16283108.426579 3120716.834228 20621821.919187 930.082815 2484.675088 -1068.920703
2458736.500000 0.531619 16339128.176045 3269562.841234 20556843.313442 935.933306 2473.398520 -1095.516463
2458736.500000 0.532314 16395496.512086 3417724.150552 20490268.751060 941.633805 2461.927513 -1122.021321
2458736.500000 0.533009 16452203.675669 3565189.969157 20422104.496105 947.182511 2450.264316 -1148.433300
2458736.500000 0.533704 16509239.876821 3711949.535631 20352356.844253 952.577626 2438.411181 -1174.750421
2458736.500000 0.534399 16566595.325568 3857992.088557 20281032.091182 957.817356 2426.370363 -1200.970710
2458736.500000 0.535094 16624260.231938 4003306.866519 20208136.532570 962.899903 2414.144115 -1227.092190
2458736.500000 0.535789 16682224.805956 4147883.108100 20133676.464093 967.823472 2401.734691 -1253.112884
2458736.500000 0.536484 16740479.257649 4291710.051882 20057658.181430 972.586266 2389.144346 -1279.030817
2458736.500000 0.537179 16799013.797045 4434776.936448 19980087.980257 977.186490 2376.375332 -1304.844013
2458736.500000 0.537874 16857818.634169 4577073.000382 19900972.156251 981.622348 2363.429905 -1330.550495
2458736.500000 0.538568 16916883.979049 4718587.482266 19820317.005091 985.892043 2350.310317 -1356.148286
2458736.500000 0.539263 16976200.041711 4859309.620684 19738128.822454 989.993778 2337.018823 -1381.635411
2458736.500000 0.539958 17035757.032181 4999228.654218 19654413.904017 993.925759 2323.557677 -1407.009894
2458736.500000 0.540653 17095545.160487 5138333.821451 19569178.545457 997.686189 2309.929132 -1432.269758
2458736.500000 0.541348 17155554.636655 5276614.360967 19482429.042453 1001.273272 2296.135442 -1457.413027
2458736.500000 0.542043 17215775.633379 5414059.569295 19394171.735858 1004.685224 2282.178871 -1482.437729
2458736.500000 0.542738 17276197.611974 5550659.847162 19304413.827414 1007.920499 2268.061851 -1507.341977
2458736.500000 0.543433 17336809.395675 5686406.585710 19213163.291038 1010.977763 2253.786967 -1532.123959
2458736.500000 0.544128 17397599.785104 5821291.211189 19120428.128016 1013.855692 2239.356811 -1556.781866
2458736.500000 0.544823 17458557.580881 5955305.149846 19026216.339636 1016.552958 2224.773974 -1581.313890
2458736.500000 0.545518 17519671.583625 6088439.827929 18930535.927183 1019.068237 2210.041047 -1605.718222
2458736.500000 0.546213 17580930.593958 6220686.671686 18833394.891945 1021.400202 2195.160621 -1629.993052
2458736.500000 0.546908 17642323.412499 6352037.107366 18734801.235208 1023.547528 2180.135287 -1654.136572
2458736.500000 0.547603 17703838.839869 6482482.561217 18634762.958258 1025.508889 2164.967636 -1678.146972
2458736.500000 0.548297 17765465.676688 6612014.459487 18533288.062382 1027.282959 2149.660259 -1702.022445
2458736.500000 0.548992 17827192.723576 6740624.228424 18430384.548867 1028.868413 2134.215747 -1725.761180
2458736.500000 0.549687 17889008.781154 6868303.294276 18326060.418999 1030.263924 2118.636691 -1749.361369
2458736.500000 0.550382 17950902.650041 6995043.083291 18220323.674066 1031.468168 2102.925682 -1772.821204
2458736.500000 0.551077 18012863.130859 7120835.021718 18113182.315353 1032.479817 2087.085311 -1796.138875
2458736.500000 0.551772 18074879.024228 7245670.535805 18004644.344147 1033.297547 2071.118170 -1819.312573
2458736.500000 0.552467 18136939.103792 7369541.120366 17894717.804982 1033.920046 2055.026856 -1842.340495
2458736.500000 0.553162 18199031.651747 7492439.519445 17783411.530312 1034.346269 2038.814085 -1865.220937
2458736.500000 0.553857 18261144.521313 7614359.567495 17670735.040344 1034.575404 2022.482677 -1887.952284
2458736.500000 0.554552 18323265.551308 7735295.135585 17556697.878378 1034.606645 2006.035457 -1910.532920
2458736.500000 0.555247 18385382.580548 7855240.094785 17441309.587714 1034.439188 1989.475248 -1932.961233
2458736.500000 0.555942 18447483.447849 7974188.316165 17324579.711652 1034.072228 1972.804874 -1955.235609
2458736.500000 0.556637 18509555.992029 8092133.670794 17206517.793493 1033.504960 1956.027158 -1977.354434
2458736.500000 0.557331 18571588.051903 8209070.029742 17087133.376538 1032.736579 1939.144924 -1999.316096
2458736.500000 0.558026 18633567.466288 8324991.264078 16966436.004088 1031.766280 1922.160996 -2021.118980
2458736.500000 0.558721 18695482.074001 8439891.244872 16844435.219442 1030.593258 1905.078198 -2042.761473
2458736.500000 0.559416 18757319.713859 8553763.843193 16721140.565901 1029.216708 1887.899353 -2064.241961
2458736.500000 0.560111 18819068.224677 8666602.930112 16596561.586765 1027.635826 1870.627285 -2085.558831
2458736.500000 0.560806 18880715.445273 8778402.376697 16470707.825336 1025.849807 1853.264818 -2106.710469
2458736.500000 0.561501 18942249.214464 8889156.054018 16343588.824914 1023.857845 1835.814775 -2127.695262
2458736.500000 0.562196 19003657.371065 8998857.833146 16215214.128799 1021.659136 1818.279981 -2148.511596
2458736.500000 0.562891 19064927.739707 9107501.662406 16085593.320500 1019.252891 1800.663263 -2169.157863
2458736.500000 0.563586 19126047.897712 9215082.836989 15954736.684513 1016.638606 1782.967510 -2189.632571
2458736.500000 0.564281 19187005.212335 9321597.796109 15822655.100745 1013.816018 1765.195666 -2209.934320
2458736.500000 0.564976 19247787.044159 9427043.015327 15689359.468027 1010.784874 1747.350677 -2230.061715
2458736.500000 0.565671 19308380.753765 9531414.970208 15554860.685184 1007.544917 1729.435488 -2250.013361
2458736.500000 0.566366 19368773.701736 9634710.136315 15419169.651045 1004.095894 1711.453044 -2269.787862
2458736.500000 0.567060 19428953.248653 9736924.989212 15282297.264438 1000.437549 1693.406290 -2289.383823
2458736.500000 0.567755 19488906.755098 9838056.004460 15144254.424191 996.569628 1675.298171 -2308.799849
2458736.500000 0.568450 19548621.581653 9938099.657624 15005052.029131 992.491876 1657.131634 -2328.034545
2458736.500000 0.569145 19608085.088900 10037052.424268 14864700.978087 988.204038 1638.909622 -2347.086515
2458736.500000 0.569840 19667284.637421 10134910.779953 14723212.169887 983.705859 1620.635081 -2365.954363
2458736.500000 0.570535 19726207.587797 10231671.200244 14580596.503358 978.997085 1602.310957 -2384.636696
2458736.500000 0.571230 19784841.300611 10327330.160704 14436864.877329 974.077460 1583.940194 -2403.132116
2458736.500000 0.571925 19843173.136443 10421884.136896 14292028.190627 968.946730 1565.525738 -2421.439230
2458736.500000 0.572620 19901190.455877 10515329.604383 14146097.342080 963.604641 1547.070534 -2439.556641
2458736.500000 0.573315 19958880.620179 10607663.122187 13999083.266582 958.050954 1528.577528 -2457.482962
2458736.500000 0.574010 20016231.002049 10698882.642585 13850997.501092 952.285725 1510.049669 -2475.216928
2458736.500000 0.574705 20073228.983636 10788987.269431 13701852.080203 946.309248 1491.489911 -2492.757377
2458736.500000 0.575400 20129861.947373 10877976.141151 13551659.053448 940.121827 1472.901206 -2510.103150
2458736.500000 0.576095 20186117.275695 10965848.396172 13400430.470359 933.723764 1454.286509 -2527.253087
2458736.500000 0.576789 20241982.351034 11052603.172921 13248178.380467 927.115363 1435.648773 -2544.206030
2458736.500000 0.577484 20297444.555824 11138239.609824 13094914.833307 920.296925 1416.990951 -2560.960818
2458736.500000 0.578179 20352491.272498 11222756.845310 12940651.878409 913.268754 1398.315996 -2577.516292
2458736.500000 0.578874 20407109.883489 11306154.017803 12785401.565306 906.031153 1379.626862 -2593.871294
2458736.500000 0.579569 20461287.771231 11388430.265732 12629175.943531 898.584424 1360.926502 -2610.024663
2458736.500000 0.580264 20515012.318158 11469584.727522 12471987.062615 890.928870 1342.217869 -2625.975241
2458736.500000 0.580959 20568270.906701 11549616.541601 12313846.972092 883.064794 1323.503918 -2641.721869
2458736.500000 0.581654 20621050.919296 11628524.846396 12154767.721494 874.992498 1304.787601 -2657.263386
2458736.500000 0.582349 20673339.738375 11706308.780333 11994761.360352 866.712286 1286.071871 -2672.598634
2458736.500000 0.583044 20725124.746372 11782967.481839 11833839.938200 858.224460 1267.359682 -2687.726454
2458736.500000 0.583739 20776393.342888 11858500.176011 11672015.535408 849.529342 1248.653985 -2702.645693
2458736.500000 0.584434 20827133.202181 11932907.474417 11509300.725696 840.627538 1229.957674 -2717.355334
2458736.500000 0.585129 20877332.219402 12006191.103716 11345708.479558 831.519890 1211.273601 -2731.854462
2458736.500000 0.585823 20926978.295958 12078352.822149 11181251.778731 822.207244 1192.604616 -2746.142168
2458736.500000 0.586518 20976059.333258 12149394.387961 11015943.604950 812.690446 1173.953570 -2760.217539
2458736.500000 0.587213 21024563.232710 12219317.559394 10849796.939953 802.970343 1155.323313 -2774.079667
2458736.500000 0.587908 21072477.895721 12288124.094693 10682824.765473 793.047781 1136.716695 -2787.727639
2458736.500000 0.588603 21119791.223701 12355815.752099 10515040.063248 782.923606 1118.136567 -2801.160547
2458736.500000 0.589298 21166491.118056 12422394.289856 10346455.815012 772.598666 1099.585779 -2814.377479
2458736.500000 0.589993 21212565.480196 12487861.466207 10177085.002503 762.073806 1081.067181 -2827.377525
2458736.500000 0.590688 21258002.211527 12552219.039396 10006940.607454 751.349873 1062.583625 -2840.159774
2458736.500000 0.591383 21302789.213459 12615468.767666 9836035.611604 740.427713 1044.137959 -2852.723316
2458736.500000 0.592078 21346914.387399 12677612.409259 9664382.996686 729.308173 1025.733035 -2865.067240
2458736.500000 0.592773 21390365.634755 12738651.722419 9491995.744437 717.992100 1007.371703 -2877.190636
2458736.500000 0.593468 21433130.856935 12798588.465389 9318886.836593 706.480339 989.056812 -2889.092593
2458736.500000 0.594163 21475197.990038 12857424.482907 9145069.279460 694.773755 970.791207 -2900.772210
2458736.500000 0.594858 21516555.502303 12915162.946503 8970556.456256 682.873484 952.577619 -2912.228723
2458736.500000 0.595552 21557192.278399 12971808.066006 8795362.045152 670.780878 934.418693 -2923.461474
2458736.500000 0.596247 21597097.214108 13027364.078946 8619499.732190 658.497292 916.317071 -2934.469811
2458736.500000 0.596942 21636259.205212 13081835.222857 8442983.203413 646.024082 898.275395 -2945.253080
2458736.500000 0.597637 21674667.147493 13135225.735270 8265826.144862 633.362604 880.296309 -2955.810626
2458736.500000 0.598332 21712309.936732 13187539.853716 8088042.242580 620.514215 862.382454 -2966.141797
2458736.500000 0.599027 21749176.468711 13238781.815728 7909645.182608 607.480269 844.536472 -2976.245938
2458736.500000 0.599722 21785255.639212 13288955.858837 7730648.650989 594.262123 826.761007 -2986.122396
2458736.500000 0.600417 21820536.344016 13338066.220577 7551066.333764 580.861134 809.058700 -2995.770517
2458736.500000 0.601112 21855007.478905 13386117.138477 7370911.916976 567.278656 791.432194 -3005.189648
2458736.500000 0.601807 21888657.939661 13433112.850072 7190199.086667 553.516047 773.884132 -3014.379134
2458736.500000 0.602502 21921476.622065 13479057.592891 7008941.528879 539.574662 756.417155 -3023.338323
2458736.500000 0.603197 21953452.421900 13523955.604468 6827152.929654 525.455856 739.033906 -3032.066560
2458736.500000 0.603892 21984574.234947 13567811.122335 6644846.975034 511.160987 721.737028 -3040.563192
2458736.500000 0.604587 22014831.009571 13610628.466666 6462037.368382 496.691427 704.529151 -3048.827574
2458736.500000 0.605281 22044212.468113 13652413.174052 6278738.068004 482.048795 687.412744 -3056.859204
2458736.500000 0.605976 22072708.922221 13693171.707268 6094963.226322 467.234901 670.390148 -3064.657685
2458736.500000 0.606671 22100310.698332 13732910.552331 5910727.000629 452.251557 653.463704 -3072.222625
2458736.500000 0.607366 22127008.122882 13771636.195258 5726043.548218 437.100576 636.635750 -3079.553629
2458736.500000 0.608061 22152791.522307 13809355.122066 5540927.026381 421.783772 619.908625 -3086.650306
2458736.500000 0.608756 22177651.223045 13846073.818772 5355391.592411 406.302958 603.284671 -3093.512261
2458736.500000 0.609451 22201577.551531 13881798.771393 5169451.403601 390.659947 586.766224 -3100.139102
2458736.500000 0.610146 22224560.834203 13916536.465947 4983120.617245 374.856551 570.355626 -3106.530435
2458736.500000 0.610841 22246591.397498 13950293.388449 4796413.390634 358.894585 554.055216 -3112.685867
2458736.500000 0.611536 22267659.567850 13983076.024918 4609343.881062 342.775860 537.867332 -3118.605005
2458736.500000 0.612231 22287755.671699 14014890.861371 4421926.245821 326.502190 521.794315 -3124.287456
2458736.500000 0.612926 22306870.035479 14045744.383823 4234174.642205 310.075389 505.838503 -3129.732826
2458736.500000 0.613621 22324992.985628 14075643.078293 4046103.227506 293.497269 490.002237 -3134.940723
2458736.500000 0.614315 22342114.848581 14104593.430797 3857726.159017 276.769644 474.287855 -3139.910752
2458736.500000 0.615010 22358226.020896 14132602.002325 3669057.603184 259.894341 458.697682 -3144.642532
2458736.500000 0.615705 22373317.890036 14159676.413347 3480111.855812 242.873401 443.233832 -3149.135821
2458736.500000 0.616400 22387382.577514 14185825.069181 3290903.308530 225.709022 427.898264 -3153.390483
2458736.500000 0.617095 22400412.222138 14211056.393639 3101446.355228 208.403407 412.692930 -3157.406386
2458736.500000 0.617790 22412398.962716 14235378.810528 2911755.389792 190.958757 397.619787 -3161.183397
2458736.500000 0.618485 22423334.938054 14258800.743659 2721844.806110 173.377273 382.680787 -3164.721382
2458736.500000 0.619180 22433212.286960 14281330.616842 2531728.998071 155.661158 367.877886 -3168.020209
2458736.500000 0.619875 22442023.148242 14302976.853885 2341422.359562 137.812613 353.213037 -3171.079745
2458736.500000 0.620570 22449759.660706 14323747.878599 2150939.284471 119.833841 338.688196 -3173.899856
2458736.500000 0.621265 22456413.963160 14343652.114793 1960294.166686 101.727042 324.305315 -3176.480410
2458736.500000 0.621960 22461978.194412 14362697.986277 1769501.400094 83.494419 310.066351 -3178.821274
2458736.500000 0.622655 22466444.493269 14380893.916859 1578575.378585 65.138174 295.973256 -3180.922315
2458736.500000 0.623350 22469804.998538 14398248.330351 1387530.496044 46.660508 282.027985 -3182.783400
2458736.500000 0.624044 22472051.849027 14414769.650560 1196381.146361 28.063624 268.232494 -3184.404395
2458736.500000 0.624739 22473177.183543 14430466.301298 1005141.723423 9.349722 254.588735 -3185.785168
2458736.500000 0.625434 22473173.227417 14445346.769849 813826.621278 -9.478982 241.098645 -3186.925597
2458736.500000 0.626129 22472033.380629 14459420.405254 622450.236137 -28.420105 227.763910 -3187.825699
2458736.500000 0.626824 22469751.889709 14472697.177603 431026.965774 -47.471140 214.586037 -3188.485598
2458736.500000 0.627519 22466323.019877 14485187.070699 239571.207996 -66.629578 201.566529 -3188.905415
2458736.500000 0.628214 22461741.036350 14496900.068345 48097.360609 -85.892911 188.706888 -3189.085275
2458736.500000 0.628909 22456000.204349 14507846.154343 -143380.178579 -105.258628 176.008617 -3189.025300
2458736.500000 0.629604 22449094.789092 14518035.312495 -334847.011761 -124.724222 163.473218 -3188.725615
2458736.500000 0.630299 22441019.055799 14527477.526603 -526288.741130 -144.287183 151.102194 -3188.186343
2458736.500000 0.630994 22431767.269688 14536182.780470 -717690.968879 -163.945002 138.897048 -3187.407606
2458736.500000 0.631689 22421333.695979 14544161.057898 -909039.297201 -183.695170 126.859282 -3186.389529
2458736.500000 0.632384 22409712.599890 14551422.342689 -1100319.328288 -203.535178 114.990398 -3185.132235
2458736.500000 0.633079 22396898.246641 14557976.618646 -1291516.664334 -223.462517 103.291901 -3183.635848
2458736.500000 0.633773 22382884.901451 14563833.869571 -1482616.907532 -243.474678 91.765291 -3181.900490
2458736.500000 0.634468 22367666.829538 14569004.079267 -1673605.660074 -263.569151 80.412072 -3179.926286
2458736.500000 0.635163 22351238.296123 14573497.231535 -1864468.524153 -283.743429 69.233747 -3177.713358
2458736.500000 0.635858 22333593.667435 14577323.358492 -2055191.111541 -303.994992 58.231796 -3175.261842
2458736.500000 0.636553 22314728.627862 14580493.122725 -2245759.159007 -324.321202 47.407421 -3172.572009
2458736.500000 0.637248 22294639.785924 14583017.628831 -2436158.490955 -344.719336 36.761629 -3169.644231
2458736.500000 0.637943 22273323.769226 14584907.990535 -2626374.933597 -365.186668 26.295419 -3166.478882
2458736.500000 0.638638 22250777.205369 14586175.321563 -2816394.313147 -385.720475 16.009795 -3163.076333
2458736.500000 0.639333 22226996.721958 14586830.735639 -3006202.455815 -406.318032 5.905758 -3159.436958
2458736.500000 0.640028 22201978.946595 14586885.346488 -3195785.187816 -426.976613 -4.015691 -3155.561131
2458736.500000 0.640723 22175720.506884 14586350.267835 -3385128.335362 -447.693494 -13.753550 -3151.449223
2458736.500000 0.641418 22148218.030427 14585236.613404 -3574217.724665 -468.465950 -23.306817 -3147.101608
2458736.500000 0.642113 22119468.144827 14583555.496921 -3763039.181939 -489.291256 -32.674491 -3142.518658
2458736.500000 0.642808 22089467.477687 14581318.032110 -3951578.533395 -510.166688 -41.855570 -3137.700748
2458736.500000 0.643502 22058212.656610 14578535.332695 -4139821.605247 -531.089520 -50.849052 -3132.648249
2458736.500000 0.644197 22025700.309200 14575218.512402 -4327754.223706 -552.057028 -59.653937 -3127.361534
2458736.500000 0.644892 21991927.063060 14571378.684956 -4515362.214987 -573.066487 -68.269221 -3121.840978
2458736.500000 0.645587 21956889.545792 14567026.964081 -4702631.405301 -594.115172 -76.693904 -3116.086951
2458736.500000 0.646282 21920584.497814 14562174.493305 -4889547.640813 -615.200354 -84.927008 -3110.099840
2458736.500000 0.646977 21883010.075364 14556832.790169 -5076097.018094 -636.319235 -92.967855 -3103.880161
2458736.500000 0.647672 21844165.400234 14551013.627286 -5262265.804483 -657.468974 -100.815970 -3097.428526
2458736.500000 0.648367 21804049.612817 14544728.782183 -5448040.270610 -678.646729 -108.470884 -3090.745549
2458736.500000 0.649062 21762661.853509 14537990.032385 -5633406.687105 -699.849658 -115.932127 -3083.831842
2458736.500000 0.649757 21720001.262706 14530809.155420 -5818351.324596 -721.074917 -123.199228 -3076.688017
2458736.500000 0.650452 21676066.980803 14523197.928813 -6002860.453715 -742.319665 -130.271719 -3069.314689
2458736.500000 0.651147 21630858.148194 14515168.130092 -6186920.345092 -763.581058 -137.149129 -3061.712469
2458736.500000 0.651842 21584373.905276 14506731.536783 -6370517.269355 -784.856256 -143.830987 -3053.881971
2458736.500000 0.652536 21536613.392443 14497899.926412 -6553637.497135 -806.142414 -150.316825 -3045.823807
2458736.500000 0.653231 21487575.750091 14488685.076506 -6736267.299061 -827.436691 -156.606171 -3037.538591
2458736.500000 0.653926 21437260.118615 14479098.764592 -6918392.945764 -848.736244 -162.698557 -3029.026935
2458736.500000 0.654621 21385665.638410 14469152.768195 -7100000.707874 -870.038231 -168.593512 -3020.289452
2458736.500000 0.655316 21332791.449871 14458858.864844 -7281076.856019 -891.339809 -174.290566 -3011.326755
2458736.500000 0.656011 21278636.693394 14448228.832063 -7461607.660830 -912.638136 -179.789250 -3002.139457
2458736.500000 0.656706 21223200.630579 14437274.455797 -7641579.423800 -933.930368 -185.089118 -2992.728182
2458736.500000 0.657401 21166483.986669 14426007.623623 -7820978.819098 -955.213654 -190.190036 -2983.093682
2458736.500000 0.658096 21108488.457791 14414440.290539 -7999792.768110 -976.485134 -195.092073 -2973.236798
2458736.500000 0.658791 21049215.757494 14402584.412752 -8178008.196654 -997.741951 -199.795302 -2963.158369
2458736.500000 0.659486 20988667.599328 14390451.946469 -8355612.030551 -1018.981244 -204.299796 -2952.859237
2458736.500000 0.660181 20926845.696841 14378054.847896 -8532591.195620 -1040.200156 -208.605628 -2942.340243
2458736.500000 0.660876 20863751.763581 14365405.073240 -8708932.617680 -1061.395828 -212.712872 -2931.602228
2458736.500000 0.661571 20799387.513097 14352514.578708 -8884623.222551 -1082.565401 -216.621601 -2920.646032
2458736.500000 0.662265 20733754.658938 14339395.320506 -9059649.936052 -1103.706016 -220.331888 -2909.472496
2458736.500000 0.662960 20666854.914652 14326059.254843 -9233999.684003 -1124.814815 -223.843806 -2898.082462
2458736.500000 0.663655 20598689.993789 14312518.337923 -9407659.392223 -1145.888939 -227.157428 -2886.476769
2458736.500000 0.664350 20529261.609896 14298784.525955 -9580615.986532 -1166.925529 -230.272828 -2874.656259
2458736.500000 0.665045 20458571.476523 14284869.775145 -9752856.392750 -1187.921727 -233.190078 -2862.621773
2458736.500000 0.665740 20386621.307219 14270786.041700 -9924367.536695 -1208.874674 -235.909252 -2850.374151
2458736.500000 0.666435 20313412.815531 14256545.281826 -10095136.344187 -1229.781512 -238.430422 -2837.914235
2458736.500000 0.667130 20238947.840544 14242159.436520 -10265149.783226 -1250.639385 -240.753690 -2825.242876
2458736.500000 0.667825 20163229.680693 14227640.269960 -10434395.312143 -1271.445488 -242.879460 -2812.361048
2458736.500000 0.668520 20086262.575930 14212999.432245 -10602860.705618 -1292.197046 -244.808339 -2799.269804
